trial,loss,grad_norm,learning_rate,entropy,num_tokens,logits/chosen,logits/rejected,mean_token_accuracy,rewards/chosen,rewards/rejected,rewards/accuracies,rewards/margins,logps/chosen,logps/rejected,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_entropy,eval_num_tokens,eval_logits/chosen,eval_logits/rejected,eval_mean_token_accuracy,eval_rewards/chosen,eval_rewards/rejected,eval_rewards/accuracies,eval_rewards/margins,eval_logps/chosen,eval_logps/rejected,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
dpo1,0.6860099792480469,14.430695533752441,4.8e-05,1.140328621864319,73146.0,0.2900638348656982,0.24002004630678705,0.6056503826379775,0.018882906265207566,0.003060169224627316,0.5,0.015822737351991235,-266.6087859535217,-259.714934425354,0.05,25,,,,,,,,,,,,,,,,,,,,
dpo1,0.6144649505615234,9.160515785217285,4.968570827238764e-05,1.257920101583004,145908.0,0.14047791327565043,0.35933958323806003,0.6167919801920653,0.05899544934509322,-0.14587827979907161,0.69,0.2048737287800759,-287.28577459335327,-288.89707374572754,0.1,50,,,,,,,,,,,,,,,,,,,,
dpo1,0.5809716415405274,8.5430269241333,4.8698601564437675e-05,1.4217475280165672,209617.0,0.3421267295610534,0.641206236859162,0.6071246901154518,-0.14258904179558157,-0.7251937562879175,0.7,0.5826047157868743,-294.6553863143921,-270.89738933563234,0.15,75,,,,,,,,,,,,,,,,,,,,
dpo1,0.6518058013916016,8.473567008972168,4.7065058783453424e-05,1.3224253225326539,288412.0,0.29072733387784483,0.41637436441212317,0.6007492342591285,-0.25102593265939505,-0.6621865947172045,0.56,0.41116066217422487,-299.1745966720581,-269.84751134872437,0.2,100,,,,,,,,,,,,,,,,,,,,
dpo1,0.6198620986938477,20.48036003112793,4.4829638718171954e-05,1.2050868752598762,359627.0,-0.017277560906578254,0.25445157642370997,0.609594713151455,-0.5508847309334669,-1.2094063433632254,0.61,0.6585216165706516,-270.9739210128784,-264.67189432144164,0.25,125,,,,,,,,,,,,,,,,,,,,
dpo1,0.6987061309814453,15.271562576293945,4.205331780066892e-05,1.2026033367216586,430265.0,0.07591919710834344,0.22132673383360985,0.6116489440202713,-0.3407805329468101,-0.7669841572549194,0.57,0.4262036274373531,-237.52739744186403,-236.64683820724488,0.3,150,,,,,,,,,,,,,,,,,,,,
dpo1,0.6589809417724609,19.902250289916992,3.8811826828245334e-05,1.2175966956466437,507409.0,0.03698681265338467,0.12232435900044919,0.5997701542079449,-0.24128542030928657,-0.6945906756352633,0.6,0.45330525998026133,-329.04279733657836,-270.24514205932616,0.35,175,,,,,,,,,,,,,,,,,,,,
dpo1,0.6135263442993164,16.422061920166016,3.519358522469259e-05,1.2858349698781968,573793.0,0.1400398233353499,0.12251227671273032,0.5870830354094505,-0.34767081395722926,-0.8806493210839108,0.59,0.5329785085469484,-284.92420372009275,-244.13449977874757,0.4,200,,,,,,,,,,,,,,,,,,,,
dpo1,0.47465049743652343,8.735176086425781,3.129728918890371e-05,1.2564259314537047,649485.0,0.1738369017253679,0.38861842439747024,0.6423832805454731,-0.4143907182198018,-1.3973842066223734,0.78,0.9829934891313314,-304.5479742240906,-282.3782787704468,0.45,225,,,,,,,,,,,,,,,,,,,,
dpo1,0.6479215240478515,4.790581703186035,2.722921951984927e-05,1.272117157280445,719087.0,-0.11333930935121328,0.2237283582741782,0.5748553878068924,-0.6945298098027706,-1.510105319749564,0.6,0.8155755096673966,-293.2358988189697,-261.1117631530762,0.5,250,,,,,,,,,,,,,,,,,,,,
dpo1,0.4823030090332031,6.524974822998047,2.3100342553434924e-05,1.2891365796327592,786478.0,0.014324433707826607,0.23172251744020803,0.6147675001621247,-0.7229683012887835,-1.72989846970886,0.72,1.0069301649928093,-267.7495616149902,-286.81920946121215,0.55,275,,,,,,,,,,,,,,,,,,,,
dpo1,0.6008364868164062,16.39370346069336,1.90232832901255e-05,1.1279157650470735,862255.0,-0.29273829601033285,-0.11145658826206174,0.587606166601181,-0.7480050851404667,-1.785411758646369,0.68,1.037406670898199,-316.0302732658386,-301.9645616531372,0.6,300,,,,,,,,,,,,,,,,,,,,
dpo1,0.5648258972167969,24.17656135559082,1.5109253278523799e-05,1.25297587454319,930258.0,-0.39521653346298896,-0.035391139777300504,0.5909314662218094,-0.7001888862904161,-1.9645090023428202,0.66,1.2643201072141528,-320.98839458465574,-286.7847062301636,0.65,325,,,,,,,,,,,,,,,,,,,,
dpo1,0.6528347778320313,34.49663162231445,1.146501705423155e-05,1.2210654163360595,998654.0,-0.32390637406195,0.03179938901587261,0.6007909789681435,-0.8802595489285886,-1.7983609135448932,0.66,0.9181013572216034,-305.72297796249387,-260.7684182929993,0.7,350,,,,,,,,,,,,,,,,,,,,
dpo1,0.7043595123291015,12.276288986206055,8.189979881632634e-06,1.1914316564798355,1068433.0,-0.08671041881084779,-0.09398701797554175,0.5934878519177437,-1.0599155724281446,-1.8630370773524918,0.61,0.8031214919686317,-283.67546655654905,-272.08410558700564,0.75,375,,,,,,,,,,,,,,,,,,,,
dpo1,0.6210854721069335,8.548013687133789,5.373476237410807e-06,1.1974163138866425,1140968.0,-0.11882835972088115,0.052083443859460433,0.6284478837251664,-1.0054560994356871,-1.7002763269515708,0.67,0.6948202291131019,-314.824889793396,-273.9622781562805,0.8,400,,,,,,,,,,,,,,,,,,,,
dpo1,0.6483578491210937,15.928428649902344,3.092332998903416e-06,1.2093658366799354,1211660.0,-0.18923920989248852,-0.03790793108466535,0.6356694030761719,-0.8736460367357358,-1.6372749803587794,0.71,0.7636289431154728,-301.36139905929565,-274.66257228851316,0.85,425,,,,,,,,,,,,,,,,,,,,
dpo1,0.6125193786621094,19.464340209960938,1.4087738071603075e-06,1.2648228627443314,1283869.0,-0.2100080193690006,-0.08324112849745587,0.6140783095359802,-0.858052568025887,-1.9315089115593582,0.63,1.073456352353096,-298.6104355430603,-298.04327917099,0.9,450,,,,,,,,,,,,,,,,,,,,
dpo1,0.5408164215087891,10.037179946899414,3.687217682209837e-07,1.1597616735100746,1357271.0,-0.08347714936334479,0.13557750197616314,0.5822743827104568,-0.7078804056998342,-1.6134908953867853,0.66,0.9056104866042733,-299.2401414108276,-269.0976352119446,0.95,475,,,,,,,,,,,,,,,,,,,,
dpo1,0.7159127807617187,28.284530639648438,5.467904943851077e-10,1.3308872473239899,1426635.0,0.016716084284722467,0.3257200392854744,0.5765534310042858,-0.9654785595741123,-1.6376136932335794,0.58,0.6721351404488086,-310.1073938179016,-269.9858082008362,1.0,500,,,,,,,,,,,,,,,,,,,,
dpo1,,,,,,,,,,,,,,,1.0,500,0.6209926605224609,92.1736,3.255,3.255,1.1853953827420871,1426635.0,-0.12474220167702851,-0.03221882121213014,0.6210741938153903,-0.8220429803865651,-1.6953785244965305,0.6633333333333333,0.8733355440820257,-308.8198512840271,-271.13600975672404,,,,,
dpo1,,,,,,,,,,,,,,,1.0,500,,,,,,,,,,,,,,,,1134.9624,1.762,0.441,4253087768248320.0,0.6195375747680664
dpo1,,,,,,,,,,,,,,,1.0,500,0.6209926605224609,92.3156,3.25,3.25,1.1853953827420871,1426635.0,-0.12474220167702851,-0.03221882121213014,0.6210741938153903,-0.8220429803865651,-1.6953785244965305,0.6633333333333333,0.8733355440820257,-308.8198512840271,-271.13600975672404,,,,,
dpo2,0.6866570281982421,9.028400421142578,9.946941028620349e-06,1.1943482124805451,145908.0,0.22396958202543074,0.30010829231789027,0.6107694738730788,0.011432226361766879,-0.001959725399447052,0.54,0.013391951739031356,-277.2223497867584,-273.6115107917786,0.1,25,,,,,,,,,,,,,,,,,,,,
dpo2,0.66144287109375,10.143458366394043,9.44141306374566e-06,1.3577054896950722,288412.0,0.39370647844042567,0.5644164497408038,0.6053448662161827,0.038247945233888456,-0.034024680092115886,0.635,0.07227262492990122,-294.5644372177124,-263.7757954883575,0.2,50,,,,,,,,,,,,,,,,,,,,
dpo2,0.6499893188476562,8.720293045043945,8.452574789164352e-06,1.2288656061887742,430265.0,0.24399234814617948,0.42435739874002104,0.6150837286561728,0.0075014232146349965,-0.10357522701859125,0.62,0.1110766500607133,-249.71731880187988,-241.81316617012024,0.3,75,,,,,,,,,,,,,,,,,,,,
dpo2,0.637187385559082,8.939913749694824,7.088030637492429e-06,1.256965054832399,573793.0,0.19133031875366643,0.1933324867971806,0.5982766962051391,0.03251486682333052,-0.1136563041509362,0.62,0.14617117093352136,-303.713570728302,-250.45018409729005,0.4,100,,,,,,,,,,,,,,,,,,,,
dpo2,0.6011984252929687,6.043712139129639,5.496268994540309e-06,1.262952540665865,719087.0,0.1324508115454682,0.3896555030798655,0.6143895139545202,0.05790139310847735,-0.1918070417243871,0.695,0.24970843427814543,-292.76832004547117,-259.1256439781189,0.5,125,,,,,,,,,,,,,,,,,,,,
dpo2,0.6078020858764649,10.728019714355469,3.850503835588533e-06,1.237235371991992,862255.0,0.15401857377376232,0.30699593126561875,0.6090309800580144,0.021307601819280535,-0.22809197356109506,0.69,0.24939957400318236,-284.3219746208191,-279.09625436782835,0.6,150,,,,,,,,,,,,,,,,,,,,
dpo2,0.5898612594604492,14.97751235961914,2.3298257467323605e-06,1.3051853719353677,998654.0,0.05299451369570245,0.4126277922097073,0.6036022448539734,0.0697631227214879,-0.24551011927425861,0.675,0.315273242034018,-304.755812997818,-257.41731417655944,0.7,175,,,,,,,,,,,,,,,,,,,,
dpo2,0.6288297653198243,9.622502326965332,1.09971345907394e-06,1.2422213603556156,1140968.0,0.24082151181341743,0.3160867279357229,0.6153860418498516,-0.043583963348064574,-0.2637976533905021,0.645,0.22021369041875005,-289.35915952682495,-257.844601688385,0.8,200,,,,,,,,,,,,,,,,,,,,
dpo2,0.6237167358398438,10.454720497131348,2.9402661191930803e-07,1.2981795021891593,1283869.0,0.20082831589059855,0.32860113817007175,0.6320948451757431,-0.02506251650978811,-0.2711625941947568,0.645,0.24610007642768322,-291.57804960250854,-271.2206324672699,0.9,225,,,,,,,,,,,,,,,,,,,,
dpo2,0.6237274169921875,11.635409355163574,4.392752178278281e-10,1.3171320720016957,1426635.0,0.30551683754026554,0.565366924181599,0.5844903425127268,-0.036620239236654015,-0.26691837892401965,0.63,0.23029813866131008,-296.6731752872467,-255.95538274765013,1.0,250,,,,,,,,,,,,,,,,,,,,
dpo2,,,,,,,,,,,,,,,1.0,250,0.6031512022018433,92.1852,3.254,3.254,1.229854282140732,1426635.0,0.20344280741976722,0.28609684610985986,0.6263846465945244,-0.0044278954662149775,-0.31179089737202353,0.6566666666666666,0.3073630029832323,-300.6437005233765,-257.30013377507527,,,,,
dpo2,,,,,,,,,,,,,,,1.0,250,,,,,,,,,,,,,,,,1137.5023,1.758,0.22,4253087768248320.0,0.6310412292480468
dpo2,,,,,,,,,,,,,,,1.0,250,0.6031512022018433,92.184,3.254,3.254,1.229854282140732,1426635.0,0.20344280741976722,0.28609684610985986,0.6263846465945244,-0.0044278954662149775,-0.31179089737202353,0.6566666666666666,0.3073630029832323,-300.6437005233765,-257.30013377507527,,,,,
dpo3,0.6893692779541015,27.200565338134766,4.800000000000001e-06,1.1938995158672332,145908.0,0.22515497975607143,0.3006222255392235,0.610604251883924,0.008161411611799849,0.00019358249374818115,0.495,0.007967829090775922,-277.30946734428403,-273.59126826286314,0.1,25,,,,,,,,,,,,,,,,,,,,
dpo3,0.6602945709228516,29.03598976135254,4.9685708272387645e-06,1.3532086466252804,288412.0,0.3932938097076176,0.5593496443222977,0.6054356631636619,0.04957719495856963,-0.02691049664354068,0.645,0.07648769139312207,-294.7816593551636,-263.5252503490448,0.2,50,,,,,,,,,,,,,,,,,,,,
dpo3,0.6439830017089844,25.076263427734375,4.869860156443768e-06,1.222718021273613,430265.0,0.2452117624595286,0.4191802471507403,0.6151974058896303,0.027700797004217747,-0.1071308399035479,0.61,0.13483163582859561,-249.6999970436096,-241.13451670646668,0.3,75,,,,,,,,,,,,,,,,,,,,
dpo3,0.6279558563232421,25.869340896606445,4.706505878345343e-06,1.2482602394744753,573793.0,0.19511201920419763,0.18765960624760203,0.5984767840802669,0.07452511993615189,-0.11123502600006759,0.63,0.18576014591380954,-303.7903023338318,-249.68440447807313,0.4,100,,,,,,,,,,,,,,,,,,,,
dpo3,0.5816577911376953,14.430749893188477,4.482963871817195e-06,1.2509385143220424,719087.0,0.13079448864751142,0.3743468373150643,0.6138748683780432,0.1337347240067902,-0.20108495477003088,0.7,0.33481967818923297,-292.9015515708923,-257.87785675048826,0.5,125,,,,,,,,,,,,,,,,,,,,
dpo3,0.5957568359375,31.43406867980957,4.205331780066892e-06,1.2257510612905025,862255.0,0.156327348100706,0.2984223704433815,0.6089909866824746,0.1044464270604658,-0.22943106119753792,0.69,0.33387748783454296,-284.1868958950043,-277.5801048374176,0.6,150,,,,,,,,,,,,,,,,,,,,
dpo3,0.5700694656372071,43.805320739746094,3.881182682824534e-06,1.2940496838092803,998654.0,0.061952403876876935,0.409951854280933,0.6025132715702057,0.1847916961548617,-0.26572771741310136,0.68,0.450519418027252,-304.8374719238281,-255.84797204971312,0.7,175,,,,,,,,,,,,,,,,,,,,
dpo3,0.6184682846069336,26.355815887451172,3.5193585224692595e-06,1.2288728295266629,1140968.0,0.24544677193242506,0.31048629604583267,0.6163603328913451,0.03846484894536843,-0.29894221568316426,0.64,0.33740706300362944,-288.79510375022886,-256.20309921264646,0.8,200,,,,,,,,,,,,,,,,,,,,
dpo3,0.6050486373901367,30.1656494140625,3.1297289188903705e-06,1.2854630653560162,1283869.0,0.2073053262397231,0.32819540628732163,0.6329206275939941,0.06528990181570407,-0.3103210586951991,0.67,0.3756109590083361,-291.1097914505005,-269.54341004371645,0.9,225,,,,,,,,,,,,,,,,,,,,
dpo3,0.60342041015625,34.514408111572266,2.722921951984927e-06,1.3026756325364113,1426635.0,0.29529686543226236,0.5506807433859274,0.5866780788451433,0.036910197564866395,-0.33328257909743114,0.61,0.37019277865067124,-296.1839389228821,-254.39714088439942,1.0,250,,,,,,,,,,,,,,,,,,,,
dpo3,,,,,,,,,,,,,,,1.0,250,0.5767958760261536,92.2065,3.254,3.254,1.2086366220315297,1426635.0,0.17764296460711812,0.24760995374277583,0.6266981028517087,0.11778076704901953,-0.37513367327162994,0.67,0.49291444204747675,-300.20681902567543,-255.43267040252687,,,,,
dpo3,0.4880130004882812,25.03577995300293,2.3100342553434924e-06,1.2309763269126415,1565923.0,0.21906993860747548,0.3790651882637762,0.6253788546845317,0.22628630531951785,-0.4290455359604675,0.79,0.6553318413719534,-255.29774785995482,-238.34975565910338,1.1,275,,,,,,,,,,,,,,,,,,,,
dpo3,0.45765663146972657,20.45149040222168,1.90232832901255e-06,1.2305437184870243,1704648.0,0.16273063303237528,0.2217510122536984,0.6082127742469311,0.2804023475782014,-0.5302116589108482,0.775,0.8106140045262873,-292.9655383205414,-261.3714353561401,1.2,300,,,,,,,,,,,,,,,,,,,,
dpo3,0.49797977447509767,22.65727424621582,1.51092532785238e-06,1.2810334193706512,1841858.0,0.2588433510050086,0.471936957319527,0.5947705368697643,0.1713233572524041,-0.4693568849316216,0.74,0.6406802413146943,-283.893361415863,-250.03897443771362,1.3,325,,,,,,,,,,,,,,,,,,,,
dpo3,0.4941008758544922,25.061614990234375,1.146501705423155e-06,1.247080772742629,1986797.0,0.14115815905012918,0.2468206623797895,0.6059695395827294,0.2181077764951624,-0.46297229947522284,0.77,0.6810800755210221,-301.3261142730713,-268.95315949440004,1.4,350,,,,,,,,,,,,,,,,,,,,
dpo3,0.46415706634521486,23.815776824951172,8.189979881632634e-07,1.2521897450089454,2132307.0,0.07702599362068645,0.11464796958325238,0.6285689952969551,0.28574777522095246,-0.5770189872541232,0.795,0.8627667638659478,-327.82720952034,-281.23931895256044,1.5,375,,,,,,,,,,,,,,,,,,,,
dpo3,0.47334297180175783,20.79513168334961,5.373476237410808e-07,1.2154393383860589,2273346.0,0.12252132034610679,0.30696956968905,0.6165578177571297,0.2818715721694753,-0.4882655178243294,0.765,0.7701370878517628,-269.1656183433533,-251.54554419517518,1.6,400,,,,,,,,,,,,,,,,,,,,
dpo3,0.5567743301391601,29.33461570739746,3.092332998903416e-07,1.3742449329793454,2413765.0,0.2391139889982551,0.5492251009096243,0.6143556686490774,0.14901962078292855,-0.405050477329205,0.745,0.5540700952662155,-276.5883409881592,-272.8937261390686,1.7,425,,,,,,,,,,,,,,,,,,,,
dpo3,0.456888427734375,38.14105987548828,1.4087738071603075e-07,1.2137783455848694,2558879.0,0.2725874687178215,0.30844569730551763,0.6061202850192785,0.35427885310258717,-0.4612957988603739,0.77,0.815574650792405,-304.1024394607544,-252.06980701446534,1.8,450,,,,,,,,,,,,,,,,,,,,
dpo3,0.5099115753173828,25.12003517150879,3.687217682209837e-08,1.2853824944794179,2700848.0,0.22365084268975668,0.39971904292610133,0.610693319067359,0.21226535700669047,-0.47295765100512654,0.705,0.6852230098377913,-273.3408141326904,-259.6607639312744,1.9,475,,,,,,,,,,,,,,,,,,,,
dpo3,0.47417144775390624,20.142562866210938,5.467904943851077e-11,1.2073760512471199,2853270.0,-0.04118242035636511,0.3285851769600929,0.5897812294587493,0.30328530224389394,-0.45160962324589493,0.735,0.7548949209973216,-293.225709028244,-272.8089115428925,2.0,500,,,,,,,,,,,,,,,,,,,,
dpo3,,,,,,,,,,,,,,,2.0,500,0.5711546540260315,92.1748,3.255,3.255,1.207951669295629,2853270.0,0.17031584602757352,0.24158467584274693,0.6269720962643623,0.12442320680983054,-0.43107186383218504,0.6766666666666666,0.5554950681701303,-300.1846775627136,-255.61913102467855,,,,,
dpo3,,,,,,,,,,,,,,,2.0,500,,,,,,,,,,,,,,,,2274.797,1.758,0.22,8506175536496640.0,0.5534510116577148
dpo3,,,,,,,,,,,,,,,2.0,500,0.5711546540260315,92.1325,3.256,3.256,1.207951669295629,2853270.0,0.17031584602757352,0.24158467584274693,0.6269720962643623,0.12442320680983054,-0.43107186383218504,0.6766666666666666,0.5554950681701303,-300.1846775627136,-255.61913102467855,,,,,
dpo4,0.6633514404296875,3.939361810684204,4.7482803254280484e-05,1.2838235677033663,288412.0,0.3027751197469655,0.43551840986530443,0.6081799220852554,0.019814309033731662,-0.053499378401502325,0.565,0.07331368730578106,-285.745508184433,-269.58371866226196,0.2,25,,,,,,,,,,,,,,,,,,,,
dpo4,0.6260346221923828,3.539452075958252,3.593268301147139e-05,1.2608051225543022,573793.0,0.16052412663875437,0.27884991059617503,0.6046371194347739,-0.1397758105432149,-0.3606006355913269,0.6225,0.22082482412923127,-279.7110423707962,-252.2575300884247,0.4,50,,,,,,,,,,,,,,,,,,,,
dpo4,0.5696808242797852,4.718011856079102,1.9715434409259392e-05,1.258759819306433,862255.0,0.017635957391347826,0.25819677758752957,0.60613430775702,-0.24369958999974187,-0.6805563804556732,0.7,0.43685678996145727,-293.81518400669097,-280.62258150100706,0.6,75,,,,,,,,,,,,,,,,,,,,
dpo4,0.5996094512939453,4.651371002197266,5.75415041425234e-06,1.2560279732197523,1140968.0,-0.09243295878243173,0.13958448734477621,0.6033711760491133,-0.42747767655178903,-0.8641852587304311,0.66,0.4367075820546597,-305.7379354524612,-272.3681240367889,0.8,100,,,,,,,,,,,,,,,,,,,,
dpo4,0.6267871475219726,4.463205814361572,8.859721913684339e-09,1.2793174720555545,1426635.0,-0.00600075348302466,0.20303692650585636,0.6023758127912879,-0.48034613048890606,-0.8757914865916245,0.62,0.3954453554120846,-303.424121131897,-278.4134322309494,1.0,125,,,,,,,,,,,,,,,,,,,,
dpo4,,,,,,,,,,,,,,,1.0,125,0.6074692606925964,92.2946,3.25,3.25,1.2191726718346279,1426635.0,-0.02636957563003635,0.07637734211433235,0.618803174495697,-0.46517861819360407,-0.9174662628859126,0.6433333333333333,0.4522876443030934,-309.9029937171936,-272.53154982884723,,,,,
dpo4,,,,,,,,,,,,,,,1.0,125,,,,,,,,,,,,,,,,1136.67,1.76,0.11,4253087768248320.0,0.6170926971435546
dpo4,,,,,,,,,,,,,,,1.0,125,0.6074692606925964,92.2664,3.251,3.251,1.2191726718346279,1426635.0,-0.02636957563003635,0.07637734211433235,0.618803174495697,-0.46517861819360407,-0.9174662628859126,0.6433333333333333,0.4522876443030934,-309.9029937171936,-272.53154982884723,,,,,
dpo5,0.6903253936767578,41.98822784423828,9.946941028620347e-07,1.2720028407871724,288412.0,0.30844319749432353,0.42786149061404083,0.6075738814286887,0.004494903087615967,-0.0020714926719665526,0.4825,0.006566395759582519,-286.1328045511246,-268.5178741025925,0.2,25,,,,,,,,,,,,,,,,,,,,
dpo5,0.6850883483886718,31.72517967224121,9.441413063745659e-07,1.2294816506654025,573793.0,0.2178526433234185,0.2951987385982966,0.606391754411161,0.011978864669799805,-0.00602180004119873,0.5425,0.018000664710998534,-276.89156847953797,-245.05756109714508,0.4,50,,,,,,,,,,,,,,,,,,,,
dpo5,0.6657053375244141,34.16938018798828,8.45257478916435e-07,1.2286354386806488,862255.0,0.1365448832394241,0.31976564607679486,0.6108384899608791,0.0365779709815979,-0.024408376216888426,0.6475,0.06098634719848633,-288.8680363607407,-267.06027088165285,0.6,75,,,,,,,,,,,,,,,,,,,,
dpo5,0.653887939453125,30.531219482421875,7.088030637492428e-07,1.2549418637901544,1140968.0,0.1675352239273947,0.36455513925393385,0.6092872733995318,0.05131058692932129,-0.04055336952209473,0.66,0.09186395645141601,-297.0857608938217,-255.1655258512497,0.8,100,,,,,,,,,,,,,,,,,,,,
dpo5,0.655333023071289,31.98679542541504,5.496268994540309e-07,1.2931762485951186,1426635.0,0.27980288133539033,0.4620461745103318,0.609522697776556,0.04086753368377685,-0.05162442445755005,0.6375,0.09249195814132691,-293.73546360969544,-261.0008516263962,1.0,125,,,,,,,,,,,,,,,,,,,,
dpo5,,,,,,,,,,,,,,,1.0,125,0.6377045512199402,92.2259,3.253,3.253,1.2076184978087743,1426635.0,0.21752360386049405,0.27746750917905755,0.6261590945720673,0.06606755256652833,-0.07214279174804687,0.65,0.13821034431457518,-300.4672864596049,-254.32651045481364,,,,,
dpo5,0.6193721008300781,32.4503288269043,3.8505038355885326e-07,1.235225879177451,1704648.0,0.24894578418565572,0.34487733987685454,0.6152929761819541,0.08945081710815429,-0.08534074544906617,0.705,0.17479156255722045,-274.79722250938414,-248.43251507282258,1.2,150,,,,,,,,,,,,,,,,,,,,
dpo5,0.6275304794311524,34.34659957885742,2.32982574673236e-07,1.264875367525965,1986797.0,0.244073676670878,0.39535608451631954,0.5994367270916701,0.07928024291992188,-0.07904006242752075,0.69,0.15832030534744262,-293.1002292203903,-258.1002651834488,1.4,175,,,,,,,,,,,,,,,,,,,,
dpo5,0.607541618347168,30.151601791381836,1.0997134590739399e-07,1.2353497887402773,2273346.0,0.15115582462107896,0.24694531650481522,0.621523211300373,0.11088942766189575,-0.1030921483039856,0.735,0.21398157596588135,-299.22066728115084,-264.82314176559447,1.6,200,,,,,,,,,,,,,,,,,,,,
dpo5,0.6270155715942383,39.97737121582031,2.94026611919308e-08,1.298042030259967,2558879.0,0.31181951850410283,0.4691518027977921,0.6099818427860737,0.1013219928741455,-0.06805543184280395,0.69,0.16937742471694947,-290.9815769910812,-261.1739670419693,1.8,225,,,,,,,,,,,,,,,,,,,,
dpo5,0.6217951965332031,32.610137939453125,4.3927521782782805e-11,1.2512852125614882,2853270.0,0.14296347324103695,0.40968844939144927,0.5987689687125385,0.10488230228424072,-0.07422441720962525,0.66,0.17910671949386597,-283.9327480459213,-264.8423411798477,2.0,250,,,,,,,,,,,,,,,,,,,,
dpo5,,,,,,,,,,,,,,,2.0,250,0.6272201538085938,92.2921,3.251,3.251,1.2081428976853688,2853270.0,0.2166957616501323,0.2772735180310536,0.6259121975302696,0.08270228385925293,-0.09034050941467285,0.65,0.17304279327392577,-300.43401699701946,-254.3629058901469,,,,,
dpo5,,,,,,,,,,,,,,,2.0,250,,,,,,,,,,,,,,,,2274.9716,1.758,0.11,8506175536496640.0,0.6453595008850098
dpo5,,,,,,,,,,,,,,,2.0,250,0.6272201538085938,92.2736,3.251,3.251,1.2081428976853688,2853270.0,0.2166957616501323,0.2772735180310536,0.6259121975302696,0.08270228385925293,-0.09034050941467285,0.65,0.17304279327392577,-300.43401699701946,-254.3629058901469,,,,,
